PID,SID,OID,LLO,LCO,NAME_SI,NAME_TA,NAME_EN,Old Code
41,11,665,1-1-18-055,055,උග්ගල්ල,அக்கல,Uggalla,454
41,12,666,1-1-18-060,060,වේවැල්පනාව,‍‍வேவெல்பனாவ,Wewelpanawa,453A
41,13,667,1-1-18-065,065,පිටුමිපේ උතුර,பிதும்‍பே வடக்கு,Pitumpe North,453
41,14,668,1-1-18-070,070,පිටුමිපේ දකුණ,பிதும்‍பே தெற்கு,Pitumpe South,453B
41,15,669,1-1-18-075,075,ගළගෙදර නැගෙනහිර,கலகெதர கிழக்கு,Galagedara East,452
41,16,670,1-1-18-080,080,ගළගෙදර උතුර,கலகெதர வடக்கு,Galagedara North,452A
41,17,671,1-1-18-085,085,ගළගෙදර දකුණ,கலகெதர தெற்கு,Galagedara South,452B
41,18,672,1-1-18-090,090,පාදුක්ක,பாதுக்கை,Padukka,461
41,19,673,1-1-18-095,095,අරුක්වත්ත උතුර,அருக்வத்த வடக்கு,Arukwatta North,460
41,20,674,1-1-18-100,100,අරුක්වත්ත දකුණ,அருக்வத்த தெற்கு,Arukwatta South,460A
41,21,675,1-1-18-105,105,ගනේගොඩ,க‍ணேகொட,Ganegoda,460B
41,22,676,1-1-18-110,110,අංගම්පිටිය,அங்கம்பிட்டிய,Angampitiya,454A
41,23,677,1-1-18-115,115,වේරගල,‍‍வேறகல,Weragala,455
41,24,678,1-1-18-120,120,අංගමුව,அங்கமுவ,Angamuwa,461A
41,25,679,1-1-18-125,125,උඩුමුල්ල,உடுமுள்ள,Udumulla,461B
41,26,680,1-1-18-130,130,පෝරෙගෙදර,‍‍‍போரெகெதர,Poregedara,462A
41,27,681,1-1-18-135,135,පහළ පාදුක්ක,பஹல பாதுக்க,Pahala Padukka,461C
41,28,682,1-1-18-140,140,ලියන්වල,லியண்வல,Liyanwala,462
41,29,683,1-1-18-145,145,කුරුගල,குருகல,Kurugala,465
41,30,684,1-1-18-150,150,මාදුලාව දකුණ,மாதுலவ தெற்கு,Madulawa South,463A
41,31,685,1-1-18-155,155,මාදුලාව උතුර,மாதுலாவ வடக்கு,Madulawa North,463
41,32,686,1-1-18-160,160,හොරකඳවල,ஹொரகந்தவல,Horakandawala,464C
41,33,687,1-1-18-165,165,දම්පේ,தம்‍பே,Dampe,464A
41,34,688,1-1-18-170,170,බෙරුකැටිය,பேருகெட்டிய,Beruketiya,464D
41,35,689,1-1-18-175,175,හොරගල බටහිර,ஹொராகல ‍மேற்கு,Horagala West,464B
41,36,690,1-1-18-180,180,හොරගල නැගෙනහිර,ஹொறகல கிழக்கு,Horagala East,464
41,37,691,1-1-18-185,185,බෙලිඅත්තවිල,பெலியத்தவில,Beliattavila,461D
41,38,692,1-1-18-190,190,මිරියගල්ල,மிரியாகல்ல,Miriyagalla,466
41,39,693,1-1-18-195,195,මලගල,மலகல,Malagala,467
41,40,694,1-1-18-200,200,කහවල,கஹவல,Kahawala,467A
41,41,695,1-1-18-205,205,යටවතුර,யட்டவத்துர,Yatawathura,468
41,42,696,1-1-18-210,210,මාහිංගල,மஹிங்கல,Mahingala,455A
41,43,697,1-1-18-215,215,ඉහළ බෝපේ,இஹல ‍போ‍பே,Ihala Bope,459
41,44,698,1-1-18-220,220,ගුරුලාන,குருலாண,Gurulana,458B
41,45,699,1-1-18-225,225,උඩගම,உடுகம,Udagama,458
41,46,700,1-1-18-230,230,දබෝර,தபோர,Dabora,458C
42,1,701,1-1-21-005,005,මිරිහාන දකුණ,மிறிஹான தெற்கு,Mirihana South,523A
42,2,702,1-1-21-010,010,මිරිහාන උතුර,மீரிஹாண வடக்கு,Mirihana North,523
42,3,703,1-1-21-015,015,මාදිවෙල,மாதிவெல,Madiwela,524
42,4,704,1-1-21-020,020,තළවතුගොඩ බටහිර,தளவத்துகொட ‍மேற்கு,Thalawathugoda West,493A
42,5,705,1-1-21-025,025,තළවතුගොඩ නැගෙනහිර,தளவத்துகொட கிழக்கு,Thalawathugoda East,493B
42,6,706,1-1-21-030,030,කළල්ගොඩ,கலல்கொட,Kalalgoda,493
42,7,707,1-1-21-035,035,කොට්ටාව නැගෙනහිර,கொட்டாவ கிழக்கு,Kottawa East,496A
42,8,708,1-1-21-040,040,රුක්මළේ බටහිර,ருக்ம‍லே ‍மேற்கு,Rukmale West,497
42,9,709,1-1-21-045,045,රැක්මළේ නැගෙනහිර ඒ,ருக்ம‍லே கிழக்கு ' A ',Rukmale East A,497A
42,10,710,1-1-21-050,050,රුක්මළේ නැගෙනහිර බී,ருக்ம‍லே கிழக்கு ' B ',Rukmale East B,497B
42,11,711,1-1-21-055,055,ලියනගොඩ,லியணகொட,Liyanagoda,496E
42,12,712,1-1-21-060,060,කොට්ටාව‍ උතුර,கொட்டாவை வடக்கு,Kottawa North,496C
42,13,713,1-1-21-065,065,දෙපානම,தெபாணம,Depanama,529A
42,14,714,1-1-21-070,070,පොල්වත්ත,பொல்வத்த,Polwatta,529
42,15,715,1-1-21-075,075,පමුණුව,பமுணுவ,Pamunuwa,528
42,16,716,1-1-21-080,080,තළපත්පිටිය,தளபத்பிட்டிய,Thalapathpitiya,525
42,17,717,1-1-21-085,085,ප්‍රගතිපුර,பிரகதிபுர,Pragathipura,524A
42,18,718,1-1-21-090,090,උඩහමුල්ල නැගෙනහිර,உடஹமுள்ள கிழக்கு,Udahamulla East,525A
42,19,719,1-1-21-095,095,උඩහමුල්ල බටහිර,உடஹமுள்ள ‍மேற்கு,Udahamulla West,525B
42,20,720,1-1-21-100,100,පති‍රගොඩ,பத்திராகொட,Pathiragoda,527A
42,21,721,1-1-21-105,105,මහරගම නැගෙනහිර,மஹரகம கிழக்கு,Maharagama East,527B
42,22,722,1-1-21-110,110,මහරගම බටහිර,மஹரகம ‍மேற்கு,Maharagama West,527C
42,23,723,1-1-21-115,115,දඹහේන,தம்ப‍ஹேண,Dambahena,528A
42,24,724,1-1-21-120,120,පන්නිපිටිය උතුර,பண்ணிபிட்டிய வடக்கு,Pannipitiya North,531
42,25,725,1-1-21-125,125,කොට්ටාව බටහිර,கொட்டாவை ‍மேற்கு,Kottawa West,496D
42,26,726,1-1-21-130,130,කොට්ටාව දකුණ,கொட்டாவை தெற்கு,Kottawa South,496
42,27,727,1-1-21-135,135,මාලපල්ල බටහිර,மாலபல்ல ‍மேற்கு,Malapalla West,498B
42,28,728,1-1-21-140,140,මාලපල්ල නැගෙනහිර,மலபல்ல கிழக்கு,Malapalla East,498
42,29,729,1-1-21-145,145,මාකුඹුර උතුර,மாகும்புர வடக்கு,Makumbura North,498A
42,30,730,1-1-21-150,150,මාකුඹුර දකුණ,மாகும்புர தெற்கு,Makumbura South,498C
42,31,731,1-1-21-155,155,කොට්ටාව නගරය,கொட்டாவை நகரம்,Kottawa Town,496B
42,32,732,1-1-21-160,160,පන්නිපිටිය දකුණ,பண்ணிபிட்டிய தெற்கு,Pannipitiya South,531A
42,33,733,1-1-21-165,165,මහරගම නගරය,மஹரகம நகரம்,Maharagama Town,530
42,34,734,1-1-21-170,170,ගොඩිගමුව දකුණ,கொடிகமுவ தெற்கு,Godigamuwa South,532A
42,35,735,1-1-21-175,175,ගොඩිගමුව දකුණ බී,கொடிகமுவ தெற்கு ' B ',Godigamuwa South B,532B
42,36,736,1-1-21-180,180,ගොඩිගමුව උතුර,கொடிகமுவ வடக்கு,Godigamuwa North,532
42,37,737,1-1-21-185,185,වත්තේගෙදර,வத்தெகெதர,Wattegedara,532C
42,38,738,1-1-21-190,190,නාවින්න,நாவிண்ண,Navinna,527
42,39,739,1-1-21-195,195,විජේරාම,வி‍ஜேராம,Wijerama,526C
42,40,740,1-1-21-200,200,ගංගොඩවිල දකුණ බී,கங்கொடவில தெற்கு B,Gangodavila South B,526B
42,41,741,1-1-21-205,205,ජම්බුගස්මුල්ල,ஜம்புகஸ்முள்ள,Jambugasmulla,526D
43,1,742,1-1-24-005,005,ඔබේසේකරපුර,ஒ‍‍பே‍சேகரபுர,Obesekarapura,514C
43,2,743,1-1-24-010,010,වැලිකඩ බටහිර,வெலிகட ‍மேற்கு,Welikada West,514A
43,3,744,1-1-24-015,015,වැලිකඩ නැගෙනහිර,வெலிகட கிழக்கு,Welikada East,514
43,4,745,1-1-24-020,020,රාජගිරිය,ராஜகிரிய,Rajagiriya,514B
43,5,746,1-1-24-025,025,වැලිකඩ උතුර,வெலிகட வடக்கு,Welikada North,514D
43,6,747,1-1-24-030,030,නාවල බටහිර,நவைளை ‍மேற்கு,Nawala West,520
43,7,748,1-1-24-035,035,කොස්වත්ත,கொஸ்வத்த,Koswatta,520A
43,8,749,1-1-24-040,040,ඇතුල්කෝට්ටේ බටහිර,எத்துள்‍கோட்‍டே ‍மேற்கு,Ethulkotte West,521A
43,9,750,1-1-24-045,045,ඇතුල්කෝට්ටේ,எத்துள்‍கோட்‍டே,Ethulkotte,521
43,10,751,1-1-24-050,050,පිටකෝට්ටේ නැගෙනහිර,பிட்ட‍கோட்‍டே கிழக்கு,Pitakotte East,522A
43,11,752,1-1-24-055,055,පිටකෝට්ටේ,பிட்ட‍கோட்‍டே,Pitakotte,522B
43,12,753,1-1-24-060,060,පිටකෝට්ටේ බටහිර,பிட்ட‍கோட்‍டே ‍மேற்கு,Pitakotte West,522
43,13,754,1-1-24-065,065,නාවල නැගෙනහිර,நாவளை கிழக்கு,Nawala East,520B
43,14,755,1-1-24-070,070,නුගේගොඩ බටහිර,நு‍கேகொடை ‍மேற்கு,Nugegoda West,519B
43,15,756,1-1-24-075,075,පා‍ගොඩ,பாகொட,Pagoda,519A
43,16,757,1-1-24-080,080,නුගේගොඩ,நு‍கேகொடை,Nugegoda,519
43,17,758,1-1-24-085,085,පා‍ගොඩ නැගෙනහිර,பாகொட கிழக்கு,Pagoda East,519C
43,18,759,1-1-24-090,090,ගංගොඩවිල උතුර,கங்கொடவில வடக்கு,Gangodavila North,526
43,19,760,1-1-24-095,095,ගංගොඩවිල දකුණ,கங்கொடவில தெற்கு,Gangodavila South,526A
43,20,761,1-1-24-100,100,ගංගොඩවිල නැගෙනහිර,கங்கொடவில கிழக்கு,Gangodavila East,526C
44,1,762,1-1-27-005,005,කොල්ලුපිටිය,கொள்ளுப்பிட்டிய,Kollupitiya,T9
44,2,763,1-1-27-010,010,බම්බලපිටිය,பம்பலப்பிட்டிய,Bambalapitiya,T1
44,3,764,1-1-27-015,015,කුරුඳුවත්ත,கருவாத்‍தோட்டம்,Kurunduwatta,T12
44,4,765,1-1-27-020,020,කුප්පියාවත්ත බටහිර,குப்பியாவத்த ‍மேற்கு,Kuppiyawatta West,T11
44,5,766,1-1-27-025,025,කුප්පියාවත්ත නැගෙනහිර,குப்பியாவத்த கிழக்கு,Kuppiyawatta East,T10
44,6,767,1-1-27-030,030,දෙමටගොඩ,தெமட்டகொடை,Dematagoda,T4
44,7,768,1-1-27-035,035,වනාතමුල්ල,வனாத்தமுள்ள,Wanathamulla,T18
44,8,769,1-1-27-040,040,බොරැල්ල උතුර,பொரளை வடக்கு,Borella North,T
44,9,770,1-1-27-045,045,බොරැල්ල දකුණ,பொரளை தெற்கு,Borella South,T
44,10,771,1-1-27-050,050,ගෝතමිපුර,‍‍கோதமிபுர,Gothamipura,T
44,11,772,1-1-27-055,055,නාරාහේන්පිට,நாரா‍ஹேன்பிட்ட,Narahenpita,T
44,12,773,1-1-27-060,060,තිඹිරිගස්යාය,திம்பிரிகஸ்யாய,Thimbirigasyaya,T
44,13,774,1-1-27-065,065,මිලාගිරිය,மிலாகிரிய,Milagiriya,T13
44,14,775,1-1-27-070,070,හැව්ලොක් නගරය,‍‍‍‍ஹேவ்லொக் டவுன்,Havelock Town,T
44,15,776,1-1-27-075,075,කිරුළ,கிரு‍ள,Kirula,T
44,16,777,1-1-27-080,080,කිරුළපන,கிரு‍ளப்பண,Kirulapone,T
44,17,778,1-1-27-085,085,වැල්ලවත්ත උතුර,வெல்லவத்தை வடக்கு,Wellawatta North,T
44,18,779,1-1-27-090,090,වැල්ලවත්ත දකුණ,வெல்லவத்தை தெற்கு,Wellawatta South,T
44,19,780,1-1-27-095,095,බටහිර පාමංකඩ,பாமண்கடை ‍மேற்கு,Pamankada West,T
44,20,781,1-1-27-100,100,නැගෙනහිර පාමංකඩ,பாமண்கடை கிழக்கு,Pamankada East,T
45,1,782,1-1-30-005,005,ශ්‍රී සරණංකර,ஸ்ரீ சரணங்கார,Sri Saranankara,538C
45,2,783,1-1-30-010,010,විලවල,விலவல,Vilawala,537
45,3,784,1-1-30-015,015,දුටුගැමුණු,துட்டுகெமுணு,Dutugemunu,537A
45,4,785,1-1-30-020,020,කොහුවල,கொஹுவலை,Kohuwala,537B
45,5,786,1-1-30-025,025,කළුබෝවිල,களு‍போவிலை,Kalubowila,538
45,6,787,1-1-30-030,030,හත්බෝධිය,ஹத்‍போதிய,Hathbodhiya,538B
45,7,788,1-1-30-035,035,ගල්වල,கல்வள,Galwala,538A
45,8,789,1-1-30-040,040,දෙහිවල බටහිර,தெஹிவளை ‍மேற்கு,Dehiwala West,540A
45,9,790,1-1-30-045,045,දෙහිවල නැගෙනහිර,தெஹிவளை கிழக்கு,Dehiwala East,540
45,10,791,1-1-30-050,050,උද්‍යානය,உத்யாணய,Udyanaya,536A
45,11,792,1-1-30-055,055,නැඳිමාල,நெதிமால,Nedimala,536
45,12,793,1-1-30-060,060,මල්වත්ත,மல்வத்த,Malwatta,539/42A
45,13,794,1-1-30-065,065,ජයතිලක,ஜயதிலக்க,Jayathilaka,540B
45,14,795,1-1-30-070,070,කරගම්පිටිය,கரகம்பிட்டிய,Karagampitiya,539/42
45,15,796,1-1-30-075,075,කවුඩාන නැගෙනහිර,கவ்டாணா கிழக்கு,Kawdana East,539/42B
46,1,797,1-1-31-005,005,ගල්කිස්ස,மனிட்லாவனியா,Mount Lavinia,541
46,2,798,1-1-31-010,010,කවුඩාන බටහිර,கவ்டாணா ‍மேற்கு,Kawdana West,539/42C
46,3,799,1-1-31-015,015,වටරප්පල,வட்டராப்பல,Watarappala,544
46,4,800,1-1-31-020,020,වතුමුල්ල,வத்துமுள்ள,Wathumulla,544A
46,5,801,1-1-31-025,025,කටුකුරුඳුවත්ත,கட்டுகுருத்த,Katukurunduwatta,545A
46,6,802,1-1-31-030,030,අත්තිඩිය උතුර,அத்திடிய வடக்கு,Attidiya North,543
46,7,803,1-1-31-035,035,අත්තිඩිය දකුණ,அத்திடிய தெற்கு,Attidiya South,543B
46,8,804,1-1-31-040,040,පිරිවෙන,பிரிவெண,Piriwena,545
46,9,805,1-1-31-045,045,වෙඩිකන්ද,வெடிகந்த,Wedikanda,546A
46,10,806,1-1-31-050,050,විහාර,விஹார‍,Vihara,546B
46,11,807,1-1-31-055,055,රත්මලාන බටහිර,இரத்மளாணை ‍மேற்கு,Rathmalana West,546
46,12,808,1-1-31-060,060,රත්මලාන නැගෙනහිර,இரத்மளாணை கிழக்கு,Rathmalana East,546C
46,13,809,1-1-31-065,065,කඳවල,கந்தவள,Kandawala,543A
47,1,810,1-1-33-005,005,අඟුලාන උතුර,அங்குலாண வடக்கு,Angulana North,547
47,2,811,1-1-33-010,010,කල්දෙමුල්ල,கல்தெமுள்ள,Kaldemulla,548
47,3,812,1-1-33-015,015,සොයියාපුර උතුර,சொய்சாபுர வடக்கு,Soysapura North,548A
47,4,813,1-1-33-020,020,සොයියාපුර දකුණ,சொய்சாபுர தெற்கு,Soysapura South,548B
47,5,814,1-1-33-025,025,දහම්පුර,தஹம்புர,Dahampura,548C
47,6,815,1-1-33-030,030,‍තෙලවල උතුර,தெளவல வடக்கு,Thelawala North,549B
47,7,816,1-1-33-035,035,බොරුපණ,பொருபண,Borupana,549A
47,8,817,1-1-33-040,040,තෙල්වල දකුණ,தெளவல தெற்கு,Thelawala South,549
47,9,818,1-1-33-045,045,ලක්ෂපතිය උතුර,லக்க்ஷபதிய வடக்கு,Lakshapathiya North,550A
47,10,819,1-1-33-050,050,ලක්ෂපතිය මධ්‍යම,லக்க்ஷபதிய மத்திய,Lakshapathiya Central,550B
47,11,820,1-1-33-055,055,අඟුලාන දකුණ,அங்குலாண தெற்கு,Angulana South,547A
47,12,821,1-1-33-060,060,උයන දකුණ,உயண தெற்கு,Uyana South,552A
47,13,822,1-1-33-065,065,උයන උතුර,உயண வடக்கு,Uyana North,552B
47,14,823,1-1-33-070,070,රාවතාවත්ත දකුණ,ராவத்தாவத்த தெற்கு,Rawathawatta South,557B
47,15,824,1-1-33-075,075,රාවතාවත්ත නැගෙනහිර,ராவத்தாவத்த கிழக்கு,Rawathawatta East,557
47,16,825,1-1-33-080,080,ලක්ෂපතිය දකුණ,லக்க்ஷபதிய தெற்கு,Lakshapathiya South,550
47,17,826,1-1-33-085,085,කුඩුවාමුල්ල,கடுவமுள்ள,Kuduwamulla,551B
47,18,827,1-1-33-090,090,කටුබැද්ද,கட்டுபெத்த,Katubedda,551
47,19,828,1-1-33-095,095,මොල්පේ,‍‍மோல்‍பே,Molpe,551A
47,20,829,1-1-33-100,100,මොරටුමුල්ල උතුර,மொறட்டுமுள்ள வடக்கு,Moratumulla North,551C
47,21,830,1-1-33-105,105,කඩළාන,கடலாண,Kadalana,558A
47,22,831,1-1-33-110,110,රාවතාවත්ත බටහිර,ராவத்தாவத்த ‍மேற்கு,Rawathawatta West,557A
47,23,832,1-1-33-115,115,ඉඩම,இடம,Idama,552
47,24,833,1-1-33-120,120,උස්වත්ත,உஸ்வத்த,Uswatta,553C
47,25,834,1-1-33-125,125,මොරටුවැල්ල දකුණ,மொறட்டுவெள்ள தெற்கு,Moratuwella South,553
47,26,835,1-1-33-130,130,ඉඳිබැද්ද බටහිර,இந்திபெத்த ‍மேற்கு,Indibedda West,559
47,27,836,1-1-33-135,135,මොරටු මුල්ල නැ‍‍ගෙනහිර,மொறட்டுமுள்ள கிழக்கு,Moratumulla East,558
47,28,837,1-1-33-140,140,මොරටුමුල්ල බටහිර,மொறட்டுமுள்ள ‍மேற்கு,Moratumulla West,558B
47,29,838,1-1-33-145,145,විල්ලෝරාවත්ත නැගෙනහිර,வில்லொறவத்த கிழக்கு,Villorawatta East,560/61
47,30,839,1-1-33-150,150,විල්ලෝරාවත්ත බටහිර,வில்லொறவத்த ‍மேற்கு,Villorawatta West,560/61A
47,31,840,1-1-33-155,155,ඉඳිබැද්ද නැගෙනහිර,இந்திபெத்த கிழக்கு,Indibedda East,559A
47,32,841,1-1-33-160,160,මොරටුවැල්ල උතුර,மொறட்டுவெல வடக்கு,Moratuwella North,553A
47,33,842,1-1-33-165,165,මොරටුවැල්ල බටහිර,மொறட்டுவெல ‍மேற்கு,Moratuwella West,553B
47,34,843,1-1-33-170,170,කොරළවැල්ල උතුර,‍‍கோறலவெள வடக்கு,Koralawella North,554
47,35,844,1-1-33-175,175,කොරළවැල්ල නැගෙනහිර,‍‍கோறலவெள கிழக்கு,Koralawella East,554B
47,36,845,1-1-33-180,180,කොරළවැල්ල බටහිර,‍‍கோறலவெள ‍மேற்கு,Koralawella West,554C
47,37,846,1-1-33-185,185,කොරළවැල්ල දකුණ,‍‍கோறலவெள தெற்கு,Koralawella South,554A
47,38,847,1-1-33-190,190,කටුකුරුන්ද උතුර,கட்டுகுருந்த வடக்கு,Katukurunda North,555
47,39,848,1-1-33-195,195,කටුකුරුන්ද දකුණ,கட்டுகுருந்த தெற்கு,Katukurunda South,555A
47,40,849,1-1-33-200,200,එගොඩ උයන උතුර,எகொட உயண வடக்கு,Egoda Uyana North,556
47,41,850,1-1-33-205,205,එගොඩ උයන මධ්‍යම,மத்திய எகொட உயண,Egoda Uyana Central,556A
47,42,851,1-1-33-210,210,එගොඩ උයන දකුණ,எகொட உயண தெற்கு,Egoda Uyana South,556B
48,1,852,1-1-36-005,005,පැපිලියාන බටහිර,பெப்பிலியாண ‍மேற்கு,Pepiliyana West,535
48,2,853,1-1-36-010,010,පැපිලියාන නැගෙනහිර,பெப்பிலியாண கிழக்கு,Pepiliyana East,535C
48,3,854,1-1-36-015,015,දිවුල්පිටිය නැගෙනහිර,திவுள்பிட்டிய கிழக்கு,Divulpitiya East,535D
48,4,855,1-1-36-020,020,දිවුල්පිටිය බටහිර,திவுள்பிட்டிய ‍மேற்கு,Divulpitiya West,535B
48,5,856,1-1-36-025,025,බෙල්ලන්විල,பெல்லண்வில,Bellanvila,535A
48,6,857,1-1-36-030,030,බොරලැස්ගමුව බටහිර ඒ,பொரலஸ்கமுவ ‍மேற்கு ' A ',Boralesgamuwa West A,533B
48,7,858,1-1-36-035,035,බොරලැස්ගමුව බටහිර සී,பொரலஸ்கமுவ ‍மேற்கு ' C ',Boralesgamuwa West C,533F
48,8,859,1-1-36-040,040,රත්නපිටිය,இரத்தணபிட்டிய,Rattanapitiya,533A
48,9,860,1-1-36-045,045,එගොඩවත්ත,எகொடவத்த,Egodawatta,533C
48,10,861,1-1-36-050,050,බොරලැස්ගමුව නැගෙනහිර ඒ,பொரலஸ்கமுவ கிழக்கு ' A ',Boralesgamuwa East A,533
48,11,862,1-1-36-055,055,බොරලැස්ගමුව බටහිර බී,பொரலஸ்கமுவ ‍மேற்கு ' B ',Boralesgamuwa West B,533E
48,12,863,1-1-36-060,060,වේරහැර උතුර,‍வேர‍ஹேர வடக்கு,Werahera North,577
48,13,864,1-1-36-065,065,බොරලැස්ගමුව නැගෙනහිර බී,பொரலஸ்கமுவ கிழக்கு ' B ',Boralesgamuwa East B,533D
48,14,865,1-1-36-070,070,නීලම්මහර,நீலம்மஹர,Neelammahara,579
48,15,866,1-1-36-075,075,කටුවාවල උතුර,கட்டுவாவள வடக்கு,Katuwawala North,578
48,16,867,1-1-36-080,080,විශ්වකලාව,விஷ்வகலாவ,Vishwakalawa,574B
48,17,868,1-1-36-085,085,වේරහැර දකුණ,‍வேர‍ஹேர தெற்கு,Werahera South,577A
48,18,869,1-1-36-090,090,කටුවාවල දකුණ,கட்டுவாவள தெற்கு,Katuwawala South,578A
48,19,870,1-1-36-095,095,නිවන්තිඩිය,நிவந்திடிய,Niwanthidiya,580A
48,20,871,1-1-36-100,100,ඇරැව්වල බටහිර,எரெவ்வள ‍மேற்கு,Erewwala West,581A
48,21,872,1-1-36-105,105,ඇරැව්වල උතුර,எரெவ்வள வடக்கு,Erewwala North,581D
48,22,873,1-1-36-110,110,ඇරැව්වල නැගෙනහිර,எரெவ்வள கிழக்கு,Erewwala East,581
48,23,874,1-1-36-115,115,රත්මල්දෙනිය,ரத்மல்தெணிய,Rathmaldeniya,581C
48,24,875,1-1-36-120,120,මහල්වරාව,மஹல்வரவ,Mahalwarawa,581E
48,25,876,1-1-36-125,125,බංගලාවත්ත,பங்கலாவத்த,Bangalawatta,581B
48,26,877,1-1-36-130,130,පැලන්වත්ත නැගෙනහිර,பெலெண்வத்த கிழக்கு,Pelenwatta East,582B
48,27,878,1-1-36-135,135,පැලන්වත්ත උතුර,பெலெண்வத்த வடக்கு,Pelenwatta North,582
48,28,879,1-1-36-140,140,පැලන්වත්ත බටහිර,பெலெண்வத்த ‍மேற்கு,Pelenwatta West,582A
48,29,880,1-1-36-145,145,පලිගෙදර,பலிகெதர,Paligedara,583A
48,30,881,1-1-36-150,150,කළියම්මහර,காலியம்மஹர,Kaliyammahara,580
48,31,882,1-1-36-155,155,බෝකුන්දර,‍‍போகுந்தர,Bokundara,575
48,32,883,1-1-36-160,160,තුම්බෝවිල දකුණ,தும்‍போவில தெற்கு,Thumbovila South,576B
48,33,884,1-1-36-165,165,තුම්බෝවිල උතුර,தும்‍போவில வடக்கு,Thumbovila North,576A
48,34,885,1-1-36-170,170,වෑවල බටහිර,‍‍வேவள ‍மேற்கு,Wewala West,562B
48,35,886,1-1-36-175,175,වෑවල නැගෙනහිර,‍‍வேவள கிழக்கு,Wewala East,562
48,36,887,1-1-36-180,180,තුම්බෝවිල බටහිර,தும்‍போவில ‍மேற்கு,Thumbovila West,576
48,37,888,1-1-36-185,185,මාම්පේ උතුර,மாம்‍பே வடக்கு,Mampe North,574A
48,38,889,1-1-36-190,190,මකුළුදූව,மகுளுதூவ,Makuludoowa,583
48,39,890,1-1-36-195,195,ගොරකපිටිය,கொரகாபிட்டிய,Gorakapitiya,584
48,40,891,1-1-36-200,200,නාම්පමුණුව,நாம்பமுணுவ,Nampamunuwa,584A
48,41,892,1-1-36-205,205,මාවිත්තර උතුර,மாவித்தர வடக்கு,Mavittara North,586A
48,42,893,1-1-36-210,210,මාම්පේ නැගෙනහිර,மாம்‍பே கிழக்கு,Mampe East,574D
48,43,894,1-1-36-215,215,බෝධිරාජපුර,‍‍போதிராஜபுர,Bodhirajapura,577B
48,44,895,1-1-36-220,220,මාම්පේ බටහිර,மாம்‍பே ‍மேற்கு,Mampe West,574
48,45,896,1-1-36-225,225,මාම්පේ දකුණ,மாம்‍பே தெற்கு,Mampe South,574C
48,46,897,1-1-36-230,230,කොළමුන්න,கொளமுண்ண,Kolamunna,563/73A
48,47,898,1-1-36-235,235,සුවාරපොළ නැගෙනහිර,சுவரபொல கிழக்கு,Suwarapola East,562A
48,48,899,1-1-36-240,240,සුවාරපොළ බටහිර,சுவரபொல ‍மேற்கு,Suwarapola West,562C
48,49,900,1-1-36-245,245,හැඩිගම,ஹெதிகம,Hedigama,563/73
48,50,901,1-1-36-250,250,බටකැත්තර උතුර,பட்டகெத்தர வடக்கு,Batakettara North,565
48,51,902,1-1-36-255,255,කැසබෑව උතුර,கெஸ்‍பேவ வடக்கு,Kesbewa North,572
48,52,903,1-1-36-260,260,කැස්බෑව නැගෙනහිර,கெஸ்‍பேவ கிழக்கு,Kesbewa East,572B
48,53,904,1-1-36-265,265,මාවිත්තර දකුණ,மாவித்தர தெற்கு,Mavittara South,586
48,54,905,1-1-36-270,270,හොන්නන්තර උතුර,ஹொன்னன்தர வடக்கு,Honnanthara North,585
48,55,906,1-1-36-275,275,හොන්නන්තර දකුණ,ஹொண்ணண்தர தெற்கு,Honnanthara South,585A
48,56,907,1-1-36-280,280,මාකන්දන නැගෙනහිර,மாகந்தண கிழக்கு,Makandana East,569
48,57,908,1-1-36-285,285,කැස්බෑව දකුණ,கெஸ்‍பேவ தெற்கு,Kesbewa South,572A
48,58,909,1-1-36-290,290,බටකැත්තර දකුණ,பட்டகெத்தர தெற்கு,Batakettara South,565A
48,59,910,1-1-36-295,295,මඩපාත,மடபாத்த,Madapatha,567
48,60,911,1-1-36-300,300,‍දැල්තර බටහිර,தெல்தர ‍மேற்கு,Delthara West,564
48,61,912,1-1-36-305,305,‍දැල්තර නැගෙනහිර,தெல்தர கிழக்கு,Delthara East,564A
48,62,913,1-1-36-310,310,දාම්පේ,தம்‍பே,Dampe,566
48,63,914,1-1-36-315,315,මාකන්දන බටහිර,மாகந்தண ‍மேற்கு,Makandana West,569A
48,64,915,1-1-36-320,320,නිවුන්ගම,நிவுண்கம,Nivungama,568A
48,65,916,1-1-36-325,325,හල්පිට,ஹல்பிட,Halpita,570/71
48,66,917,1-1-36-330,330,හොරතුඩුව,‍‍‍ஹொரதுடுவ,Horathuduwa,570/71A
48,67,918,1-1-36-335,335,මො‍රැඳ,மொரெந்த,Morenda,568
48,68,919,1-1-36-340,340,බටුවන්දර උතුර,பட்டுவந்தர வடக்கு,Batuwandara North,596
48,69,920,1-1-36-345,345,බටුවන්දර දකුණ,பட்டுவந்தர தெற்கு,Batuwandara South,596A
48,70,921,1-1-36-350,350,ජඹුරලිය,ஜம்புரெலிய,Jamburaliya,597
48,71,922,1-1-36-355,355,පොල්හේන,பொல்‍ஹேண,Polhena,598B
48,72,923,1-1-36-360,360,රෙජිඩේල්වත්ත,ரெஜிதெல் வத்த,Regidel Watta,598A
48,73,924,1-1-36-365,365,කහපොල,கஹபொல,Kahapola,598
